,Date,Hour,Market Demand,Ontario Demand
7005,2020-10-18,22,15552,13608
7006,2020-10-18,23,14556,12696
7007,2020-10-18,24,13900,12145
7008,2020-10-19,1,13924,11878
7009,2020-10-19,2,13635,11762
7010,2020-10-19,3,13651,11655
7011,2020-10-19,4,13930,11809
7012,2020-10-19,5,14401,12396
7013,2020-10-19,6,15177,13610
7014,2020-10-19,7,15826,14944
7015,2020-10-19,8,16614,15727
7016,2020-10-19,9,16961,16054
7017,2020-10-19,10,17079,16211
7018,2020-10-19,11,17111,16246
7019,2020-10-19,12,17030,16086
7020,2020-10-19,13,16849,15911
7021,2020-10-19,14,16812,15887
7022,2020-10-19,15,16986,15992
7023,2020-10-19,16,17547,16391
7024,2020-10-19,17,18037,16884
7025,2020-10-19,18,18029,16947
7026,2020-10-19,19,17603,16546
7027,2020-10-19,20,16970,15916
7028,2020-10-19,21,16265,15229
7029,2020-10-19,22,15312,14311
7030,2020-10-19,23,14937,13379
7031,2020-10-19,24,14659,12764
7032,2020-10-20,1,14262,12443
7033,2020-10-20,2,14389,12338
7034,2020-10-20,3,14306,12124
7035,2020-10-20,4,13824,12165
7036,2020-10-20,5,14283,12657
7037,2020-10-20,6,15521,13828
7038,2020-10-20,7,16494,15240
7039,2020-10-20,8,16832,15700
7040,2020-10-20,9,16808,15673
7041,2020-10-20,10,16314,15155
7042,2020-10-20,11,15952,14816
7043,2020-10-20,12,15891,14737
7044,2020-10-20,13,16004,14718
7045,2020-10-20,14,15852,14622
7046,2020-10-20,15,15930,14762
7047,2020-10-20,16,16270,15221
7048,2020-10-20,17,17084,15933
7049,2020-10-20,18,17486,16373
7050,2020-10-20,19,17654,16435
7051,2020-10-20,20,17090,15813
7052,2020-10-20,21,16608,15094
7053,2020-10-20,22,15645,14130
7054,2020-10-20,23,15354,13204
7055,2020-10-20,24,14651,12451
7056,2020-10-21,1,14296,12050
7057,2020-10-21,2,13991,11745
7058,2020-10-21,3,13846,11600
7059,2020-10-21,4,14029,11802
7060,2020-10-21,5,14334,12356
7061,2020-10-21,6,15151,13533
7062,2020-10-21,7,16569,14910
7063,2020-10-21,8,17284,15731
7064,2020-10-21,9,17490,15959
7065,2020-10-21,10,17442,15977
7066,2020-10-21,11,17396,15959
7067,2020-10-21,12,17218,15617
7068,2020-10-21,13,17278,15500
7069,2020-10-21,14,16882,15120
7070,2020-10-21,15,16702,15063
7071,2020-10-21,16,17214,15701
7072,2020-10-21,17,17187,16044
7073,2020-10-21,18,17532,16210
7074,2020-10-21,19,17401,16347
7075,2020-10-21,20,16919,15758
7076,2020-10-21,21,16204,14936
7077,2020-10-21,22,15445,14161
7078,2020-10-21,23,14998,13213
7079,2020-10-21,24,14343,12538
7080,2020-10-22,1,14176,12229
7081,2020-10-22,2,14266,12078
7082,2020-10-22,3,14174,11987
7083,2020-10-22,4,14012,11884
7084,2020-10-22,5,14342,12266
7085,2020-10-22,6,15238,13446
7086,2020-10-22,7,15988,14853
7087,2020-10-22,8,16662,15650
7088,2020-10-22,9,16862,15907
7089,2020-10-22,10,16915,15986
7090,2020-10-22,11,17126,15920
7091,2020-10-22,12,16937,15815
7092,2020-10-22,13,16612,15642
7093,2020-10-22,14,16738,15639
7094,2020-10-22,15,16893,15609
7095,2020-10-22,16,17135,15971
7096,2020-10-22,17,17350,16374
7097,2020-10-22,18,17386,16325
7098,2020-10-22,19,17218,15984
7099,2020-10-22,20,17035,15641
7100,2020-10-22,21,16522,14960
7101,2020-10-22,22,15671,14039
7102,2020-10-22,23,14735,13119
7103,2020-10-22,24,14196,12354
7104,2020-10-23,1,14147,11968
7105,2020-10-23,2,13798,11612
7106,2020-10-23,3,13486,11469
7107,2020-10-23,4,13643,11492
7108,2020-10-23,5,13998,11870
7109,2020-10-23,6,14614,12923
7110,2020-10-23,7,15872,14254
7111,2020-10-23,8,16459,14710
7112,2020-10-23,9,16229,14578
7113,2020-10-23,10,15959,14374
7114,2020-10-23,11,15959,14174
7115,2020-10-23,12,15836,14044
7116,2020-10-23,13,15894,14169
7117,2020-10-23,14,15805,14237
7118,2020-10-23,15,16224,14395
7119,2020-10-23,16,16884,14985
7120,2020-10-23,17,17334,15716
7121,2020-10-23,18,16956,15762
7122,2020-10-23,19,16901,15500
7123,2020-10-23,20,16627,14932
7124,2020-10-23,21,16030,14263
7125,2020-10-23,22,15384,13467
7126,2020-10-23,23,14593,12458
7127,2020-10-23,24,13972,11710
7128,2020-10-24,1,13712,11529
7129,2020-10-24,2,13422,11229
7130,2020-10-24,3,13419,11170
7131,2020-10-24,4,13389,11224
7132,2020-10-24,5,13654,11437
7133,2020-10-24,6,14173,11967
7134,2020-10-24,7,14518,12878
7135,2020-10-24,8,15232,13515
7136,2020-10-24,9,15569,13951
7137,2020-10-24,10,15664,14134
7138,2020-10-24,11,15498,14157
7139,2020-10-24,12,15608,14144
7140,2020-10-24,13,15719,14171
7141,2020-10-24,14,15584,13926
7142,2020-10-24,15,15687,14135
7143,2020-10-24,16,15929,14804
7144,2020-10-24,17,16628,15421
7145,2020-10-24,18,17041,15702
7146,2020-10-24,19,16777,15499
7147,2020-10-24,20,16403,15028
7148,2020-10-24,21,15498,14387
7149,2020-10-24,22,14956,13774
7150,2020-10-24,23,14652,13007
7151,2020-10-24,24,14391,12393
7152,2020-10-25,1,13534,11882
7153,2020-10-25,2,13476,11593
7154,2020-10-25,3,13363,11566
7155,2020-10-25,4,13479,11564
7156,2020-10-25,5,13459,11588
7157,2020-10-25,6,13794,12147
7158,2020-10-25,7,14122,12749
7159,2020-10-25,8,14773,13279
7160,2020-10-25,9,15126,13747
7161,2020-10-25,10,15449,13975
7162,2020-10-25,11,15903,14194
7163,2020-10-25,12,16181,14356
7164,2020-10-25,13,16250,14284
7165,2020-10-25,14,15962,14217
7166,2020-10-25,15,15586,14343
7167,2020-10-25,16,16164,14914
7168,2020-10-25,17,17089,15759
7169,2020-10-25,18,17471,16261
7170,2020-10-25,19,17093,15848
7171,2020-10-25,20,16619,15333
7172,2020-10-25,21,16273,14779
7173,2020-10-25,22,15399,14043
7174,2020-10-25,23,14676,13103
7175,2020-10-25,24,14928,12747
7176,2020-10-26,1,14117,12381
7177,2020-10-26,2,13682,12123
7178,2020-10-26,3,13667,12037
7179,2020-10-26,4,13808,12150
7180,2020-10-26,5,14540,12932
7181,2020-10-26,6,15638,14164
7182,2020-10-26,7,16947,15572
7183,2020-10-26,8,17473,16294
7184,2020-10-26,9,17639,16527
7185,2020-10-26,10,17878,16711
7186,2020-10-26,11,18078,16858
7187,2020-10-26,12,18217,16939
7188,2020-10-26,13,18159,16794
7189,2020-10-26,14,17989,16549
7190,2020-10-26,15,17961,16601
7191,2020-10-26,16,18252,16910
7192,2020-10-26,17,18701,17353
7193,2020-10-26,18,18742,17527
7194,2020-10-26,19,18372,17071
7195,2020-10-26,20,17816,16357
7196,2020-10-26,21,17045,15604
7197,2020-10-26,22,16140,14790
7198,2020-10-26,23,15178,13839
7199,2020-10-26,24,15024,13150
7200,2020-10-27,1,14823,12813
7201,2020-10-27,2,14449,12651
7202,2020-10-27,3,14589,12547
7203,2020-10-27,4,14813,12701
7204,2020-10-27,5,15222,13184
7205,2020-10-27,6,16178,14268
7206,2020-10-27,7,16999,15570
7207,2020-10-27,8,17250,16087
7208,2020-10-27,9,17295,16169
7209,2020-10-27,10,17437,16174
7210,2020-10-27,11,17364,16196
7211,2020-10-27,12,17628,16323
7212,2020-10-27,13,17719,16473
7213,2020-10-27,14,17503,16447
7214,2020-10-27,15,17803,16572
7215,2020-10-27,16,18505,17229
7216,2020-10-27,17,18874,17679
7217,2020-10-27,18,18513,17555
7218,2020-10-27,19,17983,17146
7219,2020-10-27,20,17706,16672
7220,2020-10-27,21,17195,15974
7221,2020-10-27,22,16260,15017
7222,2020-10-27,23,15603,13979
7223,2020-10-27,24,15218,13263
7224,2020-10-28,1,14873,12769
7225,2020-10-28,2,14575,12479
7226,2020-10-28,3,14570,12463
7227,2020-10-28,4,14760,12578
7228,2020-10-28,5,15223,13067
7229,2020-10-28,6,16125,14242
7230,2020-10-28,7,16992,15756
7231,2020-10-28,8,17471,16264
7232,2020-10-28,9,17727,16156
7233,2020-10-28,10,17632,15783
7234,2020-10-28,11,16911,15128
7235,2020-10-28,12,16488,14755
7236,2020-10-28,13,16266,14539
7237,2020-10-28,14,16140,14380
7238,2020-10-28,15,16523,14591
7239,2020-10-28,16,17254,15242
7240,2020-10-28,17,18117,16244
7241,2020-10-28,18,18362,16837
7242,2020-10-28,19,18124,16765
7243,2020-10-28,20,17882,16286
7244,2020-10-28,21,17324,15594
7245,2020-10-28,22,16221,14707
7246,2020-10-28,23,15364,13754
7247,2020-10-28,24,15067,12940
7248,2020-10-29,1,14936,12693
7249,2020-10-29,2,14758,12484
7250,2020-10-29,3,14625,12342
7251,2020-10-29,4,14794,12474
7252,2020-10-29,5,15080,12985
7253,2020-10-29,6,16277,14151
7254,2020-10-29,7,17061,15561
7255,2020-10-29,8,17516,16084
7256,2020-10-29,9,17481,16180
7257,2020-10-29,10,17567,16091
7258,2020-10-29,11,17675,16146
7259,2020-10-29,12,17447,16069
7260,2020-10-29,13,17152,15854
7261,2020-10-29,14,17202,15730
7262,2020-10-29,15,17430,16039
7263,2020-10-29,16,18049,16348
7264,2020-10-29,17,18373,16883
7265,2020-10-29,18,19018,17199
7266,2020-10-29,19,18529,16757
7267,2020-10-29,20,17943,16305
7268,2020-10-29,21,17211,15591
7269,2020-10-29,22,16665,14769
7270,2020-10-29,23,15942,13761
7271,2020-10-29,24,15398,13029
7272,2020-10-30,1,15096,12909
7273,2020-10-30,2,14995,12719
7274,2020-10-30,3,14842,12581
7275,2020-10-30,4,15031,12661
7276,2020-10-30,5,15358,13268
7277,2020-10-30,6,16623,14562
7278,2020-10-30,7,17447,16044
7279,2020-10-30,8,17978,16637
7280,2020-10-30,9,17784,16484
7281,2020-10-30,10,17549,16156
7282,2020-10-30,11,17050,15659
7283,2020-10-30,12,16978,15491
7284,2020-10-30,13,16911,15253
7285,2020-10-30,14,17028,15087
7286,2020-10-30,15,16992,15378
7287,2020-10-30,16,17670,16063
7288,2020-10-30,17,18257,16943
7289,2020-10-30,18,18899,17430
7290,2020-10-30,19,18593,17173
7291,2020-10-30,20,18246,16690
7292,2020-10-30,21,17561,16083
7293,2020-10-30,22,16881,15357
7294,2020-10-30,23,16126,14374
7295,2020-10-30,24,15713,13633
7296,2020-10-31,1,15263,13205
7297,2020-10-31,2,15111,13088
7298,2020-10-31,3,14859,12887
7299,2020-10-31,4,14975,12906
7300,2020-10-31,5,15225,13210
7301,2020-10-31,6,15576,13825
7302,2020-10-31,7,16194,14623
7303,2020-10-31,8,16554,15103
7304,2020-10-31,9,16565,14922
7305,2020-10-31,10,16004,14622
7306,2020-10-31,11,15899,14344
7307,2020-10-31,12,15114,14068
7308,2020-10-31,13,14862,13740
7309,2020-10-31,14,14853,13720
7310,2020-10-31,15,15046,13869
7311,2020-10-31,16,15745,14522
7312,2020-10-31,17,16601,15362
7313,2020-10-31,18,16951,15792
7314,2020-10-31,19,16426,15203
7315,2020-10-31,20,15849,14672
7316,2020-10-31,21,15467,14229
7317,2020-10-31,22,14736,13605
7318,2020-10-31,23,13954,12837
7319,2020-10-31,24,13616,12190
7320,2020-11-01,1,13555,11800
7321,2020-11-01,2,13621,11562
7322,2020-11-01,3,13448,11332
7323,2020-11-01,4,13740,11261
7324,2020-11-01,5,13698,11240
7325,2020-11-01,6,13997,11401
7326,2020-11-01,7,14467,12028
7327,2020-11-01,8,14954,12704
7328,2020-11-01,9,15946,13533
7329,2020-11-01,10,16601,14209
7330,2020-11-01,11,16793,14600
7331,2020-11-01,12,17004,14910
7332,2020-11-01,13,17399,15052
7333,2020-11-01,14,17335,14947
7334,2020-11-01,15,17036,14795
7335,2020-11-01,16,17195,15039
7336,2020-11-01,17,18001,15931
7337,2020-11-01,18,18861,16808
7338,2020-11-01,19,18800,16489
7339,2020-11-01,20,18010,15971
7340,2020-11-01,21,17558,15569
7341,2020-11-01,22,16944,14813
7342,2020-11-01,23,16003,13881
7343,2020-11-01,24,15162,13085
7344,2020-11-02,1,14913,12566
7345,2020-11-02,2,14649,12312
7346,2020-11-02,3,14617,12366
7347,2020-11-02,4,14472,12309
7348,2020-11-02,5,14922,12739
7349,2020-11-02,6,15650,13459
7350,2020-11-02,7,16984,14907
7351,2020-11-02,8,17636,16072
7352,2020-11-02,9,17804,16113
7353,2020-11-02,10,17900,16049
7354,2020-11-02,11,17868,15837
7355,2020-11-02,12,17302,15549
7356,2020-11-02,13,17570,15269
7357,2020-11-02,14,17605,15385
7358,2020-11-02,15,17971,15719
7359,2020-11-02,16,18685,16285
7360,2020-11-02,17,19639,17306
7361,2020-11-02,18,20347,18084
7362,2020-11-02,19,19990,17790
7363,2020-11-02,20,19202,17127
7364,2020-11-02,21,18444,16487
7365,2020-11-02,22,17965,15945
7366,2020-11-02,23,16645,14646
7367,2020-11-02,24,15895,13778
7368,2020-11-03,1,15446,13272
7369,2020-11-03,2,15004,12829
7370,2020-11-03,3,15035,12900
7371,2020-11-03,4,14898,12659
7372,2020-11-03,5,15359,12859
7373,2020-11-03,6,15793,13295
7374,2020-11-03,7,17101,14580
7375,2020-11-03,8,17605,15790
7376,2020-11-03,9,17926,16133
7377,2020-11-03,10,17666,16183
7378,2020-11-03,11,17792,16160
7379,2020-11-03,12,17751,16216
7380,2020-11-03,13,17392,16194
7381,2020-11-03,14,17583,16185
7382,2020-11-03,15,17488,16035
7383,2020-11-03,16,17467,16249
7384,2020-11-03,17,18086,16896
7385,2020-11-03,18,18955,17614
7386,2020-11-03,19,18949,17521
7387,2020-11-03,20,18103,16872
7388,2020-11-03,21,18143,16386
7389,2020-11-03,22,17347,15625
7390,2020-11-03,23,16386,14603
7391,2020-11-03,24,15635,13472
7392,2020-11-04,1,15410,13088
7393,2020-11-04,2,14609,12431
7394,2020-11-04,3,14653,12461
7395,2020-11-04,4,14369,12251
7396,2020-11-04,5,14629,12337
7397,2020-11-04,6,14929,12823
7398,2020-11-04,7,16164,14159
7399,2020-11-04,8,16795,15196
7400,2020-11-04,9,16825,15024
7401,2020-11-04,10,16666,14678
7402,2020-11-04,11,16421,14407
7403,2020-11-04,12,16030,14127
7404,2020-11-04,13,15891,14041
7405,2020-11-04,14,15870,13956
7406,2020-11-04,15,16333,14034
7407,2020-11-04,16,16881,14621
7408,2020-11-04,17,17607,15621
7409,2020-11-04,18,18335,16443
7410,2020-11-04,19,18238,16527
7411,2020-11-04,20,17959,15996
7412,2020-11-04,21,17385,15513
7413,2020-11-04,22,16957,14916
7414,2020-11-04,23,15621,13720
7415,2020-11-04,24,14960,12960
7416,2020-11-05,1,14386,12325
7417,2020-11-05,2,13994,11957
7418,2020-11-05,3,13887,11734
7419,2020-11-05,4,13781,11635
7420,2020-11-05,5,13935,11676
7421,2020-11-05,6,14456,12239
7422,2020-11-05,7,15763,13629
7423,2020-11-05,8,16314,14514
7424,2020-11-05,9,16420,14579
7425,2020-11-05,10,16257,14414
7426,2020-11-05,11,16548,14517
7427,2020-11-05,12,16627,14672
7428,2020-11-05,13,16766,14787
7429,2020-11-05,14,16664,14769
7430,2020-11-05,15,16679,14834
7431,2020-11-05,16,16926,15366
7432,2020-11-05,17,17791,15998
7433,2020-11-05,18,18381,16659
7434,2020-11-05,19,18195,16393
7435,2020-11-05,20,17561,16009
7436,2020-11-05,21,17243,15614
7437,2020-11-05,22,16883,14838
7438,2020-11-05,23,16004,13875
7439,2020-11-05,24,15198,12825
7440,2020-11-06,1,14661,12160
7441,2020-11-06,2,14116,11886
7442,2020-11-06,3,13990,11746
7443,2020-11-06,4,14047,11691
7444,2020-11-06,5,14022,11758
7445,2020-11-06,6,14664,12247
7446,2020-11-06,7,15756,13506
7447,2020-11-06,8,16598,14537
7448,2020-11-06,9,16599,14629
7449,2020-11-06,10,16524,14567
7450,2020-11-06,11,16589,14497
7451,2020-11-06,12,16345,14362
7452,2020-11-06,13,16185,14367
7453,2020-11-06,14,15978,14277
7454,2020-11-06,15,16202,14477
7455,2020-11-06,16,16651,14902
7456,2020-11-06,17,16959,15414
7457,2020-11-06,18,17415,15839
7458,2020-11-06,19,17302,15723
7459,2020-11-06,20,16996,15274
7460,2020-11-06,21,16457,14708
7461,2020-11-06,22,15721,14068
7462,2020-11-06,23,15141,13379
7463,2020-11-06,24,14658,12518
7464,2020-11-07,1,13606,11809
7465,2020-11-07,2,13231,11443
7466,2020-11-07,3,13221,11358
7467,2020-11-07,4,13312,11158
7468,2020-11-07,5,13063,11181
7469,2020-11-07,6,13141,11414
7470,2020-11-07,7,14322,12137
7471,2020-11-07,8,14728,12820
7472,2020-11-07,9,14748,12998
7473,2020-11-07,10,14997,13143
7474,2020-11-07,11,15273,13234
7475,2020-11-07,12,15279,13170
7476,2020-11-07,13,15162,13144
7477,2020-11-07,14,15108,13092
7478,2020-11-07,15,14975,13132
7479,2020-11-07,16,15283,13631
7480,2020-11-07,17,16233,14353
7481,2020-11-07,18,17348,15177
7482,2020-11-07,19,17097,15020
7483,2020-11-07,20,16498,14620
7484,2020-11-07,21,15658,13961
7485,2020-11-07,22,15029,13361
7486,2020-11-07,23,14737,12849
7487,2020-11-07,24,14234,12067
7488,2020-11-08,1,13717,11479
7489,2020-11-08,2,13579,11293
7490,2020-11-08,3,13172,10979
7491,2020-11-08,4,13041,10817
7492,2020-11-08,5,12889,10808
7493,2020-11-08,6,13060,11006
7494,2020-11-08,7,13667,11604
7495,2020-11-08,8,13692,12138
7496,2020-11-08,9,13837,12297
7497,2020-11-08,10,14037,12404
7498,2020-11-08,11,14173,12539
7499,2020-11-08,12,14254,12657
7500,2020-11-08,13,14155,12811
7501,2020-11-08,14,14170,12719
7502,2020-11-08,15,14167,12800
7503,2020-11-08,16,14760,13534
7504,2020-11-08,17,15757,14575
7505,2020-11-08,18,16479,15627
7506,2020-11-08,19,17153,15615
7507,2020-11-08,20,16307,14858
7508,2020-11-08,21,15668,14208
7509,2020-11-08,22,15178,13666
7510,2020-11-08,23,14610,12730
7511,2020-11-08,24,14497,12107
7512,2020-11-09,1,14466,11579
7513,2020-11-09,2,13801,11320
7514,2020-11-09,3,13497,11205
7515,2020-11-09,4,13291,11050
7516,2020-11-09,5,13682,11361
7517,2020-11-09,6,14016,11844
7518,2020-11-09,7,15531,13219
7519,2020-11-09,8,16225,14311
7520,2020-11-09,9,16313,14460
7521,2020-11-09,10,16236,14375
7522,2020-11-09,11,16018,14234
7523,2020-11-09,12,16079,14199
7524,2020-11-09,13,16149,14262
7525,2020-11-09,14,16041,14361
7526,2020-11-09,15,16205,14505
7527,2020-11-09,16,16574,14956
7528,2020-11-09,17,17716,15993
7529,2020-11-09,18,18778,16728
7530,2020-11-09,19,18477,16233
7531,2020-11-09,20,17505,15585
7532,2020-11-09,21,16431,14964
7533,2020-11-09,22,16024,14266
7534,2020-11-09,23,15704,13445
7535,2020-11-09,24,14982,12422
7536,2020-11-10,1,14544,11916
7537,2020-11-10,2,13752,11459
7538,2020-11-10,3,13527,11249
7539,2020-11-10,4,13356,11424
7540,2020-11-10,5,13366,11506
7541,2020-11-10,6,13895,12051
7542,2020-11-10,7,15423,13189
7543,2020-11-10,8,16500,14201
7544,2020-11-10,9,16698,14420
7545,2020-11-10,10,16852,14406
7546,2020-11-10,11,17048,14542
7547,2020-11-10,12,16787,14480
7548,2020-11-10,13,16219,14307
7549,2020-11-10,14,16469,14533
7550,2020-11-10,15,16580,14648
7551,2020-11-10,16,17094,15093
7552,2020-11-10,17,17758,15774
7553,2020-11-10,18,18569,16575
7554,2020-11-10,19,18478,16340
7555,2020-11-10,20,17597,15824
7556,2020-11-10,21,17226,15297
7557,2020-11-10,22,16880,14514
7558,2020-11-10,23,15882,13546
7559,2020-11-10,24,14355,12624
7560,2020-11-11,1,13782,12010
7561,2020-11-11,2,13256,11529
7562,2020-11-11,3,13279,11396
7563,2020-11-11,4,13396,11335
7564,2020-11-11,5,13423,11428
7565,2020-11-11,6,13588,11720
7566,2020-11-11,7,15432,13005
7567,2020-11-11,8,16153,14099
7568,2020-11-11,9,16745,14449
7569,2020-11-11,10,17090,14654
7570,2020-11-11,11,16462,14730
7571,2020-11-11,12,16059,14348
7572,2020-11-11,13,16252,14438
7573,2020-11-11,14,16037,14423
7574,2020-11-11,15,16221,14411
7575,2020-11-11,16,16567,14804
7576,2020-11-11,17,17231,15723
7577,2020-11-11,18,18422,16902
7578,2020-11-11,19,18138,16557
7579,2020-11-11,20,17698,16160
7580,2020-11-11,21,17419,15900
7581,2020-11-11,22,16539,15196
7582,2020-11-11,23,15441,14193
7583,2020-11-11,24,14817,13192
7584,2020-11-12,1,14442,12686
7585,2020-11-12,2,14280,12367
7586,2020-11-12,3,14034,12102
7587,2020-11-12,4,14324,12024
7588,2020-11-12,5,14475,12149
7589,2020-11-12,6,14795,12739
7590,2020-11-12,7,15820,14078
7591,2020-11-12,8,17067,15377
7592,2020-11-12,9,16979,15415
7593,2020-11-12,10,16496,14927
7594,2020-11-12,11,15992,14395
7595,2020-11-12,12,15904,14233
7596,2020-11-12,13,15662,14059
7597,2020-11-12,14,15640,14048
7598,2020-11-12,15,16035,14351
7599,2020-11-12,16,16613,14907
7600,2020-11-12,17,17728,16020
7601,2020-11-12,18,18656,17162
7602,2020-11-12,19,18766,17264
7603,2020-11-12,20,18277,16803
7604,2020-11-12,21,17857,16352
7605,2020-11-12,22,17287,15727
7606,2020-11-12,23,16216,14635
7607,2020-11-12,24,15348,13623
7608,2020-11-13,1,15637,13304
7609,2020-11-13,2,15061,12738
7610,2020-11-13,3,14853,12537
7611,2020-11-13,4,14617,12468
7612,2020-11-13,5,14663,12548
7613,2020-11-13,6,14924,12969
7614,2020-11-13,7,15838,14214
7615,2020-11-13,8,16841,15316
7616,2020-11-13,9,17346,15745
7617,2020-11-13,10,17964,16054
7618,2020-11-13,11,17442,15823
7619,2020-11-13,12,17031,15496
7620,2020-11-13,13,16718,15526
7621,2020-11-13,14,16873,15520
7622,2020-11-13,15,17258,15460
7623,2020-11-13,16,18004,15712
7624,2020-11-13,17,18631,16556
7625,2020-11-13,18,19174,17275
7626,2020-11-13,19,18722,16945
7627,2020-11-13,20,17900,16487
7628,2020-11-13,21,17663,16302
7629,2020-11-13,22,17259,15657
7630,2020-11-13,23,16418,14671
7631,2020-11-13,24,15194,13581
7632,2020-11-14,1,14677,12884
7633,2020-11-14,2,14455,12477
7634,2020-11-14,3,14372,12271
7635,2020-11-14,4,14577,12087
7636,2020-11-14,5,14277,12120
7637,2020-11-14,6,14585,12416
7638,2020-11-14,7,15201,13032
7639,2020-11-14,8,15453,13803
7640,2020-11-14,9,15499,14272
7641,2020-11-14,10,15573,14064
7642,2020-11-14,11,15489,14118
7643,2020-11-14,12,15544,14018
7644,2020-11-14,13,15491,13772
7645,2020-11-14,14,15660,13702
7646,2020-11-14,15,15721,13795
7647,2020-11-14,16,16096,14451
7648,2020-11-14,17,17583,15472
7649,2020-11-14,18,18459,16526
7650,2020-11-14,19,17799,15938
7651,2020-11-14,20,17364,15377
7652,2020-11-14,21,17381,15063
7653,2020-11-14,22,17074,14486
7654,2020-11-14,23,16612,13740
7655,2020-11-14,24,16034,12925
7656,2020-11-15,1,15431,12320
7657,2020-11-15,2,14951,11971
7658,2020-11-15,3,14481,11651
7659,2020-11-15,4,14569,11475
7660,2020-11-15,5,14165,11512
7661,2020-11-15,6,14419,11719
7662,2020-11-15,7,14807,12179
7663,2020-11-15,8,15345,12650
7664,2020-11-15,9,15949,13420
7665,2020-11-15,10,16771,14240
7666,2020-11-15,11,17501,14880
7667,2020-11-15,12,17843,15248
7668,2020-11-15,13,18121,15618
7669,2020-11-15,14,18023,15561
7670,2020-11-15,15,17629,15368
7671,2020-11-15,16,17182,15257
7672,2020-11-15,17,17371,15804
7673,2020-11-15,18,18029,16072
7674,2020-11-15,19,18000,15791
7675,2020-11-15,20,17636,15301
7676,2020-11-15,21,17038,14789
7677,2020-11-15,22,16541,14311
7678,2020-11-15,23,15908,13538
7679,2020-11-15,24,15028,12794
7680,2020-11-16,1,14703,12256
7681,2020-11-16,2,14398,11974
7682,2020-11-16,3,14110,11760
7683,2020-11-16,4,14364,11874
7684,2020-11-16,5,14401,11956
7685,2020-11-16,6,15133,12420
7686,2020-11-16,7,16570,13803
7687,2020-11-16,8,17485,14961
7688,2020-11-16,9,18148,15743
7689,2020-11-16,10,18678,16039
7690,2020-11-16,11,18818,16144
7691,2020-11-16,12,18934,16230
7692,2020-11-16,13,19374,16428
7693,2020-11-16,14,19020,16144
7694,2020-11-16,15,19083,16104
7695,2020-11-16,16,18616,16434
7696,2020-11-16,17,19107,17157
7697,2020-11-16,18,20046,18131
7698,2020-11-16,19,19327,17535
7699,2020-11-16,20,18723,17150
7700,2020-11-16,21,18248,16675
7701,2020-11-16,22,17668,16005
7702,2020-11-16,23,17056,15009
7703,2020-11-16,24,16488,14178
7704,2020-11-17,1,15749,13435
7705,2020-11-17,2,15480,13056
7706,2020-11-17,3,15449,12885
7707,2020-11-17,4,15322,12678
7708,2020-11-17,5,15281,12782
7709,2020-11-17,6,15556,13272
7710,2020-11-17,7,16684,14462
7711,2020-11-17,8,17630,15620
7712,2020-11-17,9,18122,16090
7713,2020-11-17,10,18249,16117
7714,2020-11-17,11,18170,15888
7715,2020-11-17,12,18568,15922
7716,2020-11-17,13,18956,16080
7717,2020-11-17,14,18678,16021
7718,2020-11-17,15,18906,16206
7719,2020-11-17,16,18857,16674
7720,2020-11-17,17,19596,17557
7721,2020-11-17,18,20464,18601
7722,2020-11-17,19,20102,18258
7723,2020-11-17,20,19526,17902
7724,2020-11-17,21,19361,17564
7725,2020-11-17,22,18591,16707
7726,2020-11-17,23,17732,15771
7727,2020-11-17,24,16911,14824
7728,2020-11-18,1,16316,14266
7729,2020-11-18,2,16319,13973
7730,2020-11-18,3,15772,13810
7731,2020-11-18,4,15629,13690
7732,2020-11-18,5,15649,13727
7733,2020-11-18,6,16245,14355
7734,2020-11-18,7,17570,15745
7735,2020-11-18,8,18372,16880
7736,2020-11-18,9,18438,17136
7737,2020-11-18,10,18375,17163
7738,2020-11-18,11,17804,16851
7739,2020-11-18,12,17666,16776
7740,2020-11-18,13,17318,16612
7741,2020-11-18,14,17459,16431
7742,2020-11-18,15,17324,16307
7743,2020-11-18,16,18104,16922
7744,2020-11-18,17,19055,17884
7745,2020-11-18,18,20223,18776
7746,2020-11-18,19,19441,18231
7747,2020-11-18,20,19001,17743
7748,2020-11-18,21,18995,17230
7749,2020-11-18,22,18097,16361
7750,2020-11-18,23,17067,15265
7751,2020-11-18,24,16635,14314
7752,2020-11-19,1,16452,13622
7753,2020-11-19,2,15934,13192
7754,2020-11-19,3,15627,12933
7755,2020-11-19,4,15919,12868
7756,2020-11-19,5,15891,12921
7757,2020-11-19,6,16397,13580
7758,2020-11-19,7,16925,14697
7759,2020-11-19,8,17725,15767
7760,2020-11-19,9,18369,16133
7761,2020-11-19,10,18672,16081
7762,2020-11-19,11,18194,15829
7763,2020-11-19,12,18091,15820
7764,2020-11-19,13,17726,15507
7765,2020-11-19,14,17725,15356
7766,2020-11-19,15,17785,15466
7767,2020-11-19,16,18055,15662
7768,2020-11-19,17,18676,16472
7769,2020-11-19,18,19439,17244
7770,2020-11-19,19,19078,16906
7771,2020-11-19,20,18904,16596
7772,2020-11-19,21,18216,16137
7773,2020-11-19,22,17212,15427
7774,2020-11-19,23,15952,14319
7775,2020-11-19,24,15133,13324
7776,2020-11-20,1,14415,12564
7777,2020-11-20,2,14146,12147
7778,2020-11-20,3,13736,11924
7779,2020-11-20,4,13709,11734
7780,2020-11-20,5,13651,11818
