,0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.005893994408547267
993,0.0176819832256418
994,0.0265229748384627
995,0.032416969247009965
996,0.03831096365555723
997,0.0353639664512836
998,0.023575977634189067
999,0.0088409916128209
1000,0.0029469972042736334
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0029469972042736334
1016,0.032416969247009965
1017,0.08546291892393536
1018,0.12672087978376623
1019,0.15913784903077619
1020,0.1797668294606916
1021,0.22102479032052247
1022,0.2298657819333434
1023,0.19450181548205978
1024,0.05893994408547266
1025,0.005893994408547267
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0029469972042736334
1040,0.0707279329025672
1041,0.15913784903077619
1042,0.1856608238692389
1043,0.20628980429915433
1044,0.19450181548205978
1045,0.20923680150342797
1046,0.16797884064359708
1047,0.09135691333248262
1048,0.03831096365555723
1049,0.0088409916128209
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.005893994408547267
1064,0.0618869412897463
1065,0.15913784903077619
1066,0.41552660580258227
1067,0.7131733234342192
1068,0.81926522278807
1069,0.8369472060137119
1070,0.7897952507453336
1071,0.5952934352632738
1072,0.28585872881454244
1073,0.0353639664512836
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.04125796085983086
1089,0.17387283505214435
1090,0.22102479032052247
1091,0.2416537707504379
1092,0.25344175956753245
1093,0.25638875677180606
1094,0.20628980429915433
1095,0.1237738825794926
1096,0.06483393849401993
1097,0.0088409916128209
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0029469972042736334
1112,0.04125796085983086
1113,0.09430391053675627
1114,0.17387283505214435
1115,0.41257960859830867
1116,0.6542333793487466
1117,0.7013853346171247
1118,0.7279083094555875
1119,0.4449965778453186
1120,0.2976467176316369
1121,0.044204958064104495
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.03831096365555723
1136,0.13556187139658712
1137,0.26817674558890064
1138,0.33890467849146777
1139,0.36837465053420415
1140,0.41552660580258227
1141,0.3713216477384778
1142,0.2829117316102688
1143,0.19155481827778614
1144,0.09725090774102989
1145,0.014734986021368164
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0029469972042736334
1160,0.1326148741923135
1161,0.3477456701042887
1162,0.3831096365555723
1163,0.6778093569829355
1164,0.7485372898855028
1165,0.6601273737572938
1166,0.6129754184889157
1167,0.41257960859830867
1168,0.2475477651589852
1169,0.0265229748384627
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.023575977634189067
1184,0.12082688537521895
1185,0.23575977634189063
1186,0.32122269526582603
1187,0.2593357539760797
1188,0.12966787698803986
1189,0.08840991612820899
1190,0.06483393849401993
1191,0.0353639664512836
1192,0.011787988817094534
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.005893994408547267
1209,0.023575977634189067
1210,0.07956892451538809
1211,0.13850886860086076
1212,0.05893994408547266
1213,0.047151955268378135
1214,0.044204958064104495
1215,0.04125796085983086
1216,0.023575977634189067
1217,0.0088409916128209
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.005893994408547267
1232,0.014734986021368164
1233,0.0530459496769254
1234,0.1149328909666717
1235,0.16208484623504982
1236,0.20923680150342797
1237,0.22102479032052247
1238,0.19450181548205978
1239,0.15324385462222892
1240,0.1060918993538508
1241,0.023575977634189067
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.005893994408547267
1256,0.044204958064104495
1257,0.07956892451538809
1258,0.13850886860086076
1259,0.1974488126863334
1260,0.30648770924445784
1261,0.4567845666624131
1262,0.4892015359094231
1263,0.42731459461967686
1264,0.30648770924445784
1265,0.05599294688119903
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.005893994408547267
1280,0.04125796085983086
1281,0.0530459496769254
1282,0.0707279329025672
1283,0.08251592171966173
1284,0.08840991612820899
1285,0.08840991612820899
1286,0.06778093569829356
1287,0.044204958064104495
1288,0.0265229748384627
1289,0.005893994408547267
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0176819832256418
1304,0.08251592171966173
1305,0.2416537707504379
1306,0.3271166896743733
1307,0.35069266730856236
1308,0.32122269526582603
1309,0.3447986729000151
1310,0.3801626393512986
1311,0.3595336589213832
1312,0.17681983225641798
1313,0.0265229748384627
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0029469972042736334
1328,0.02946997204273633
1329,0.15913784903077619
1330,0.3477456701042887
1331,0.40373861698548774
1332,0.5157245107478858
1333,0.5510884771991694
1334,0.6336043989188311
1335,0.21807779311624884
1336,0.3565866617171096
1337,0.08546291892393536
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.08251592171966173
1352,0.3654276533299305
1353,0.6571803765530202
1354,0.7043323318213982
1355,0.7485372898855028
1356,0.7809542591325128
1357,0.7986362423581547
1358,0.6542333793487466
1359,0.26817674558890064
1360,0.31827569806155237
1361,0.10019790494530352
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.09135691333248262
1376,0.35363966451283596
1377,0.6365513961231047
1378,0.8133712283795227
1379,0.8899931556906372
1380,0.5835054464461793
1381,0.30354071204018424
1382,0.5481414799948957
1383,0.35069266730856236
1384,0.3801626393512986
1385,0.09725090774102989
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.05009895247265176
1400,0.22102479032052247
1401,0.5422474855863485
1402,0.7691662703154183
1403,0.7338023038641346
1404,0.27112374279317425
1405,0.38900363096411955
1406,0.4302615918239504
1407,0.45089057225386586
1408,0.30648770924445784
1409,0.06483393849401993
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.023575977634189067
1424,0.14440286300940802
1425,0.2298657819333434
1426,0.1326148741923135
1427,0.30354071204018424
1428,0.46267856107096034
1429,0.3948976253726668
1430,0.3713216477384778
1431,0.22102479032052247
1432,0.10314490214957717
1433,0.0176819832256418
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.005893994408547267
1448,0.07662192731111446
1449,0.18271382666496525
1450,0.30354071204018424
1451,0.4243675974154032
1452,0.6277104045102839
1453,0.6837033513914829
1454,0.6512863821444729
1455,0.5746644548333585
1456,0.36837465053420415
1457,0.1149328909666717
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.08546291892393536
1472,0.34185167569574143
1473,0.5746644548333585
1474,0.6895973458000302
1475,0.7367493010684083
1476,0.7809542591325128
1477,0.7455902926812291
1478,0.5393004883820748
1479,0.3123817036530051
1480,0.27112374279317425
1481,0.1326148741923135
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.15324385462222892
1496,0.5334064939735276
1497,0.8310532116051645
1498,0.8899931556906372
1499,0.987244063431667
1500,0.987244063431667
1501,0.987244063431667
1502,0.9459861025718362
1503,0.6866503485957565
1504,0.5068835191350649
1505,0.15619085182650255
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.10019790494530352
1520,0.3831096365555723
1521,0.6778093569829355
1522,0.7839012563367864
1523,0.78684825354106
1524,0.8104242311752492
1525,0.795689245153881
1526,0.7780072619282391
1527,0.5805584492419057
1528,0.3624806561256569
1529,0.10903889655812442
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0029469972042736334
1543,0.04125796085983086
1544,0.12966787698803986
1545,0.26817674558890064
1546,0.2593357539760797
1547,0.35363966451283596
1548,0.46562555827523405
1549,0.5039365219307912
1550,0.46267856107096034
1551,0.2770177372017215
1552,0.16208484623504982
1553,0.044204958064104495
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.011787988817094534
1568,0.047151955268378135
1569,0.08840991612820899
1570,0.09725090774102989
1571,0.20628980429915433
1572,0.27407073999744785
1573,0.33890467849146777
1574,0.36837465053420415
1575,0.2976467176316369
1576,0.1237738825794926
1577,0.032416969247009965
1578,0.0029469972042736334
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.02946997204273633
1592,0.11787988817094532
1593,0.1974488126863334
1594,0.19450181548205978
1595,0.265229748384627
1596,0.3713216477384778
1597,0.2593357539760797
1598,0.2622827511803534
1599,0.20923680150342797
1600,0.1237738825794926
1601,0.0265229748384627
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.005893994408547267
1616,0.044204958064104495
1617,0.1149328909666717
1618,0.24460076795471156
1619,0.33890467849146777
1620,0.42731459461967686
1621,0.4007916197812141
1622,0.29175272322308965
1623,0.2151307959119752
1624,0.17092583784787072
1625,0.05599294688119903
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.02946997204273633
1640,0.1326148741923135
1641,0.2799647344059951
1642,0.4302615918239504
1643,0.5746644548333585
1644,0.554035474403443
