x,y,Max Capacity (MW),LCOE without Spur,LCOE with Spur,Capacity Factor,Interconnection Cost ($/kW),Availability Fraction
-95.0,52.5,3077.285189467797,58.55223504141838,82.52443886187366,0.19707507799377583,693.601964294526,0.22413233385858877
-95.0,52.75,8585.7219500373,58.94753251884101,85.40603486419015,0.1957535081525122,760.4058641223156,0.628882878616284
-95.0,53.0,2754.4949028430947,59.5742803433595,88.66351901106303,0.19369409451512823,827.2168657397771,0.20291480550788377
-95.0,53.25,0.0,60.355053523891435,92.2059412869874,0.19118840285560604,894.033376999897,0.0
-95.0,53.5,0.0,60.79790831141097,95.28053357280466,0.18979577765065425,960.8542485030551,0.0
-95.0,53.75,0.0,60.17368001574837,96.67579825272323,0.19176467659078586,1027.67862972433,0.0
-95.0,54.0,0.0,60.95382223315339,100.33359556100122,0.1893102985955349,1094.5058778119715,0.0
-95.0,54.25,0.0,61.756411506140694,104.09086162865977,0.1868500129148539,1161.3354978570487,0.0
-95.0,54.5,0.0,61.98564290156016,106.92250471080445,0.1861590159808923,1228.1671026548365,0.0
-95.0,54.75,0.0,61.765792997620515,108.9799335740418,0.18682163261373425,1295.0003849206576,0.0
-95.0,55.0,0.0,61.45892860354829,110.86310657018072,0.18775443291458896,1361.835097683842,0.0
-95.0,55.25,0.0,61.54892483512636,113.45364835247469,0.18747990023234223,1428.67104018302,0.0
-95.0,55.5,0.0,61.7385491113532,116.23890561671067,0.18690407295910136,1495.5080475423945,0.0
-95.0,55.75,0.0,62.369203477514134,119.88691290635653,0.18501416795642778,1562.3459830971835,0.0
-95.0,56.0,0.0,62.235368163179,122.08503873418294,0.18541203544007437,1629.1847326077184,0.0
-95.0,56.25,0.0,61.82269994900699,123.71465226073327,0.1866496658511396,1696.0241998413144,0.0
-95.0,56.5,0.0,62.54175821736482,127.6210981733449,0.18450370786495648,1762.864303159046,0.0
-95.0,56.75,0.0,63.27757746608649,131.61916803428403,0.18235821833858648,1829.7049728504746,0.0
-94.75,41.75,0.0,53.292558029106,111.63835049812639,0.21652528447208777,1854.7646347316447,0.0
-94.75,42.0,0.0,53.3650622803273,109.70272588909438,0.216231103167873,1788.4946362687745,0.0
-94.75,42.25,0.0,53.52415352494826,107.93744354731696,0.21558839379157793,1722.2690941284545,0.0
-94.75,42.5,0.0,53.56335729860361,105.92421731154286,0.21543060161761451,1656.093341699812,0.0
-94.75,42.75,0.0,53.53420185276839,103.7771845984469,0.21554792801866904,1589.9735959241104,0.0
-94.75,43.0,0.0,53.54480734404771,101.70995385531062,0.21550523495870175,1523.9171469589508,0.0
-94.75,43.25,0.0,53.509571598017715,99.55887769137996,0.21564714392004017,1457.932598529704,0.0
-94.75,43.5,0.0,53.46439328179004,97.39502638623787,0.21582936940252656,1392.0301753766084,0.0
-94.75,43.75,0.0,53.57522428534309,95.51580455683133,0.21538288343954293,1326.2221205129001,0.0
-94.75,44.0,0.0,53.73794618316679,93.72193173979151,0.21473069045411391,1260.5232141505517,0.0
